V_Word,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your
although,2,0,1,2,0,0,1,1,0,3,0,0,2,0,3,0,2,4,1,0,4,0,1,0,0,6,1,0,3,1,1,1,0,1,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,1,0,11,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,2,0,0,2,1,0,0,2,0,0,4,2,1,0,0,0,0,1,0,2,1,3,8,1,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,0,1,1,0,0,1,0,1,1,1,1,0,4,0,0,0,0,4,1,2,0,0,1,2,1,0,1,2,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,0,1,0,1,0,0,0,1,15,3,2,1,0,1,0,1,0,0,3,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,3,1,0,0,3,0,2,0,0,0,0,0,0,1,0,1,0,5,0,0,4,1,0,2,1,1,0,0,1,1,0,0,1,1,0,0,0,2,0,3,0,1,1,0,3,0,0,10,0,0,2,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,11,10,29,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,13,27,1,0,0,1,1,1,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2,4,0,0,0,0,2,0,0,0,3,3,2,0,1,1,3,1,0,0,4,7,0,1,3,0,0,0,0,0,4,3,1,1,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,2,0,1,1,1,2,0,0,0,0,1,0,0,0,0,8,0,0,0,1,1,0,7,0,0,1,8,2,1,0,0,3,2,1,0,12,5,20,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,37,0,0,9,0,0,7,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
always,0,0,1,0,2,0,0,13,0,0,1,3,0,0,2,1,0,13,0,0,13,0,1,0,0,2,1,0,2,5,0,0,0,1,0,0,1,0,10,1,0,0,4,1,0,0,0,0,0,1,0,1,1,0,0,2,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,0,22,22,36,0,0,2,0,0,2,1,3,1,1,0,1,0,1,0,0,0,52,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,2,3,0,3,1,0,0,0,1,8,3,1,1,1,0,0,0,1,3,31,0,0,1,0,0,1,2,1,7,0,0,0,0,0,0,2,1,1,2,0,3,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0,0,1,2,1,0,0,0,2,17,2,5,3,15,1,20,1,0,0,5,0,4,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,33,1,3,5,0,0,15,4,0,0,8,0,0,3,0,1,12,3,0,0,1,0,11,0,2,0,0,16,0,1,2,0,0,2,0,1,7,0,0,0,0,3,0,1,7,0,1,1,0,2,7,1,10,0,0,27,0,0,34,3,1,2,2,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,8,2,1,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6,1,3,0,11,0,4,0,4,0,2,0,0,3,0,0,5,1,0,2,0,6,1,4,3,3,0,0,5,1,1,8,0,4,0,1,1,0,0,1,0,0,2,6,11,3,0,0,0,0,3,2,0,1,0,0,1,0,1,1,0,1,5,0,1,0,0,1,3,2,1,0,0,0,5,0,0,0,0,0,4,3,1,0,2,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,6,0,1,1,2,4,0,0,0,0,3,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,1,0,2,0,6,6,0,2,1,0,4,4,1,0,2,1,3,0,0,0,0,3,1,3,1,0,0,1,2,0,1,0,16,2,1,1,1,2,1,0,0,1,3,1,2,4,0,0,0,2,0,1,1,2,1,0,0,0,0,0,4,0,0,4,3,1,0,0,3,0,0,2,2,0,1,4,6,2,1,0,1,0,0,0,1,11,2,0,2,0,1,0,0,0,0,1,0,1
american,5,0,0,0,0,0,8,1,0,4,1,0,2,0,46,2,3,4,2,0,20,0,5,0,0,3,0,2,1,2,0,2,0,0,1,1,0,1,5,17,3,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,2,0,3,1,0,6,1,0,0,2,0,0,0,0,0,4,27,1,2,2,9,0,0,0,0,1,0,0,3,1,2,8,1,4,0,0,1,3,1,0,2,1,0,1,2,2,1,2,2,0,1,0,0,1,1,7,0,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,2,3,0,0,0,1,1,0,0,0,3,6,1,0,0,0,1,0,0,6,0,1,2,1,0,1,2,0,0,1,17,1,8,1,1,5,0,11,0,4,4,1,0,1,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,1,2,0,1,0,0,0,4,0,3,1,0,3,0,1,5,23,4,1,0,0,0,0,1,1,0,6,0,0,0,1,2,0,1,1,0,1,0,0,0,4,1,0,1,0,2,1,0,1,2,0,2,11,0,0,1,1,0,1,3,2,1,3,1,1,0,2,1,0,7,1,0,1,0,0,2,2,0,3,1,2,3,2,0,0,1,1,1,1,1,0,1,2,0,2,0,3,0,0,6,0,0,12,0,4,1,0,2,1,0,0,1,1,0,0,0,0,1,0,0,8,1,0,0,2,0,0,2,0,1,0,3,1,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,4,2,0,0,0,1,0,0,2,0,2,0,0,3,0,8,6,8,0,0,0,1,0,0,0,4,3,2,2,1,0,4,0,1,1,21,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11,0,2,1,0,0,0,0,0,0,2,1,0,2,0,0,0,5,2,1,0,3,0,2,3,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,5,1,4,3,0,5,0,2,0,0,1,1,0,1,22,0,0,0,1,0,0,0,2,0,1,7,1,1,0,0,3,0,0,0,0,1,1,0,1,2,0,0,2,2,0,3,0,1,0,0,0,1,2,0,2,2,0,1,9,2,0,0,2,2,3,0,1,1,3,2,1,1,1,0,0,1,0,0,1,0,2,1,0,2,0,0,1,1,0,0,1,1,0,4,12,0,2,0,1,1,3,1,0,3,7,2,0,14,1,0,5,5,0,0,0,2,2,1,0,1,0,3,0,0
among,0,0,0,0,3,1,0,1,2,2,0,1,0,0,1,1,2,13,0,1,3,0,6,0,1,13,0,1,3,0,0,2,0,1,0,0,1,0,2,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,0,5,0,2,0,0,4,0,1,0,0,1,3,0,2,0,0,1,2,0,0,2,0,1,0,0,3,2,1,0,1,0,3,0,1,1,7,3,2,0,0,0,3,0,0,0,0,0,0,2,1,1,0,1,0,1,0,2,2,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,6,0,1,3,0,4,1,4,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,3,1,3,0,1,0,3,0,1,0,0,11,0,2,0,3,1,1,0,1,0,0,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,1,7,0,0,0,1,0,7,1,0,0,2,0,0,0,1,0,1,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,1,4,0,1,2,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,0,3,0,0,0,1,0,1,6,0,1,0,0,11,0,0,0,0,1,0,0,0,0,2,1,6,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,6,4,0,0,5,11,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,4,0,0,1,0,0,0,18,4,2,0,1,1,0,6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,0,0,3,0,1,0,0,0,5,4,42,0,4,5,3,0,7,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,0,0,4,0,0,3,0,0,3,2,0,0,6,1,1,9,0,0,2,5,1,0,0,1,0,0,0,0,1,2,3,0
an,26,2,13,13,5,7,7,4,6,13,3,7,3,0,11,2,7,27,1,5,242,5,50,6,7,103,2,14,32,10,3,13,3,5,8,2,6,0,40,79,7,9,15,5,1,3,6,2,4,7,2,2,3,4,6,8,2,6,6,2,5,4,4,7,2,5,3,10,3,3,2,4,7,5,0,0,2,0,8,12,155,12,8,0,54,0,13,12,4,5,1,2,4,7,5,6,1,62,3,47,66,52,1,3,10,9,2,30,6,12,1,7,5,8,1,11,2,4,38,254,91,1,7,3,10,3,1,4,4,2,4,1,5,3,4,0,6,4,44,3,2,9,5,4,23,23,15,4,1,12,10,14,3,5,5,3,17,2,6,15,3,5,0,6,4,2,1,2,7,53,2,10,0,8,3,2,78,7,10,19,2,64,2,7,0,1,21,12,3,7,5,2,4,2,5,7,2,4,1,3,3,1,12,7,2,3,11,3,7,2,3,0,6,7,5,5,9,1,12,4,2,3,2,11,2,5,7,4,8,6,65,6,9,22,73,4,25,4,47,3,16,5,2,2,42,4,3,5,2,13,6,10,1,0,6,8,4,3,3,6,4,7,24,6,8,9,10,1,1,4,166,2,5,14,8,3,15,7,20,5,34,2,1,18,4,0,17,160,12,14,7,6,22,5,9,2,1,18,1,2,10,0,7,4,0,2,6,19,0,2,3,2,46,1,11,1,3,3,37,0,17,0,22,0,0,2,3,3,0,7,0,5,1,2,5,1,1,2,26,17,1,1,7,5,0,0,3,6,0,7,1,2,6,0,1,2,5,1,0,0,0,0,2,1,23,33,2,19,0,1,33,0,3,4,1,1,0,2,1,2,57,2,0,0,19,1,2,0,1,1,0,0,4,0,5,4,3,6,1,4,1,36,0,2,1,4,8,1,1,14,2,7,4,2,0,11,40,15,2,28,11,3,1,2,1,1,0,0,4,3,5,7,0,1,3,4,7,1,7,3,3,3,2,0,2,1,33,0,1,2,2,1,0,0,4,4,11,2,2,4,4,2,7,2,0,11,0,0,3,3,0,2,17,2,1,83,40,5,23,7,22,55,16,2,0,5,4,7,0,16,2,3,1,4,7,0,3,1,2,6,6,1,3,4,0,4,1,1,0,3,8,1,2,0,6,2,2,2,5,4,2,1,0,7,4,2,2,6,0,1,5,10,3,5,55,8,0,4,4,2,3,3,0,0,19,3,1,1,2,1,0,8,0,0,0,1,3,0,5,3,1,2,1,3,0,1,1,2,3,1,16,2,16,4,1,0,3,1,8,5,49,3,1,14,3,2,5,36,3,1,4,7,18,4,0,1,0,6,7,1
another,1,1,0,13,1,0,0,1,0,1,0,0,0,0,1,3,1,4,3,0,13,1,7,1,2,13,0,0,2,1,1,2,0,0,0,0,0,0,5,9,2,0,1,1,0,0,0,0,0,2,0,3,1,1,1,0,0,2,0,0,3,1,2,3,1,2,1,1,1,1,2,0,0,0,1,1,0,0,1,3,32,2,0,0,13,0,3,1,2,1,1,1,4,1,0,0,3,7,1,4,1,3,0,0,7,3,0,8,4,1,0,0,1,1,0,0,1,0,5,34,6,3,1,0,5,1,1,1,0,2,2,0,0,0,0,1,0,1,0,0,1,1,3,0,6,4,4,1,1,3,2,1,0,0,1,3,3,0,0,0,1,2,0,0,1,0,0,0,0,3,0,1,0,3,1,1,8,0,65,3,0,33,1,1,0,0,4,5,1,1,3,1,0,1,1,0,0,0,0,0,1,0,2,0,0,3,3,3,1,1,1,1,4,1,0,3,0,1,3,1,0,0,0,0,0,0,0,2,0,18,0,0,5,4,4,3,4,5,12,2,3,1,0,0,3,3,0,0,1,0,1,6,2,0,3,4,1,1,1,1,0,0,8,2,2,1,2,0,1,0,28,1,5,1,1,1,2,2,2,0,2,4,1,0,0,0,1,23,0,1,2,0,3,3,3,7,0,4,1,0,2,0,3,0,1,1,1,1,2,1,0,1,2,1,2,3,0,5,3,1,6,0,8,0,0,3,2,0,2,0,0,1,0,0,0,2,2,0,9,10,0,2,0,3,0,0,1,1,0,2,1,1,9,0,1,2,0,1,1,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,2,2,0,1,0,2,19,1,0,3,6,0,1,0,0,1,1,0,5,1,0,2,2,11,1,1,0,6,2,1,1,0,0,2,0,5,0,2,0,1,2,3,4,3,0,18,17,2,0,1,1,3,0,0,0,0,0,1,0,0,2,2,1,2,3,1,1,1,1,0,1,3,10,2,3,5,0,2,0,1,0,1,2,4,1,2,1,2,2,1,1,3,1,0,1,2,1,2,0,1,0,0,7,0,8,1,1,15,0,1,0,1,1,0,0,3,0,1,0,1,2,0,0,0,0,6,0,2,1,0,1,3,3,4,0,0,3,3,0,0,3,0,1,2,3,1,2,4,1,3,1,3,0,4,0,0,1,0,0,1,13,0,1,2,5,3,5,3,0,1,11,2,0,0,1,0,0,5,0,0,0,1,1,0,5,1,1,0,1,0,1,2,2,0,0,3,10,1,9,10,1,0,2,0,4,4,9,0,0,8,2,2,2,6,1,2,1,2,3,6,2,0,0,2,1,0
any,9,1,2,0,0,5,5,13,1,1,0,1,0,1,3,0,7,5,0,3,31,1,64,1,3,40,3,0,8,3,0,2,1,2,2,0,1,3,8,36,0,0,7,2,0,1,1,0,1,7,0,0,2,2,1,3,1,5,3,3,0,1,2,0,0,2,4,3,2,0,0,0,0,1,0,1,1,5,4,3,76,3,1,0,32,2,9,5,1,6,1,2,1,6,2,1,2,21,1,12,36,13,2,0,3,0,1,10,2,4,1,3,4,2,3,34,2,0,7,34,22,3,3,2,1,1,0,7,2,2,2,2,0,0,0,1,3,0,10,1,2,2,3,1,6,20,4,2,3,3,3,0,3,1,1,0,6,3,4,0,3,1,0,2,16,0,0,1,5,46,2,4,2,2,0,1,28,0,6,1,4,52,1,2,1,1,5,6,2,4,2,0,0,6,1,4,2,1,0,1,0,0,0,2,2,1,2,0,1,2,4,0,7,0,2,0,1,0,4,2,1,3,0,4,1,2,1,4,2,0,4,1,5,58,47,1,4,2,24,1,9,2,3,2,9,2,1,3,0,2,1,8,0,1,1,1,1,0,0,6,0,1,8,2,1,7,4,0,0,1,12,1,3,6,4,1,4,3,3,2,7,0,1,1,3,2,9,32,1,26,2,1,4,2,3,1,0,16,0,1,7,0,3,2,1,5,10,0,1,1,2,0,3,2,7,1,7,6,5,0,9,1,18,0,1,8,1,1,1,2,0,1,0,2,4,1,0,3,16,4,0,1,6,29,0,0,0,0,1,4,1,1,2,0,0,0,0,4,0,0,0,1,4,1,0,0,0,5,2,1,2,0,0,2,1,0,0,0,0,0,22,13,0,3,5,2,1,0,7,0,0,0,5,0,5,5,4,5,2,4,1,22,1,6,2,1,1,1,0,10,0,2,2,0,4,7,0,3,3,11,20,5,1,0,2,16,1,0,0,0,3,3,0,2,3,1,2,0,0,9,3,1,0,0,2,0,21,2,2,5,1,7,2,4,1,1,49,2,0,1,3,1,1,5,1,5,0,1,3,3,0,2,12,0,0,0,18,0,37,2,1,31,4,83,2,2,1,1,1,10,1,0,0,10,12,3,2,2,0,3,4,3,0,2,3,0,1,0,0,0,4,1,2,2,6,1,0,1,4,1,0,6,2,6,8,1,0,5,0,1,23,4,0,14,22,1,11,3,4,6,5,4,1,0,2,3,2,2,2,0,0,36,1,1,0,1,1,0,1,2,3,1,1,1,7,0,1,0,0,3,4,2,16,6,0,0,1,8,4,2,14,0,2,12,0,2,4,9,1,0,3,5,9,4,0,0,0,10,1,0
are,3,1,36,5,4,1,49,0,2,11,10,1,6,4,3,5,6,10,7,1,57,1,13,0,0,8,18,0,5,8,0,3,3,0,4,0,19,12,53,15,0,1,0,4,8,15,1,7,0,1,6,6,4,3,2,0,9,2,1,0,2,2,1,7,4,3,5,2,0,2,3,8,2,1,2,1,0,7,0,3,35,2,1,4,5,5,1,0,3,1,4,0,6,0,9,5,9,1,5,0,6,6,0,0,3,22,2,8,0,24,3,2,12,17,3,96,2,5,2,14,18,14,1,1,0,4,1,5,3,1,1,3,3,0,0,0,11,2,7,2,1,3,0,0,1,0,2,33,4,0,3,5,7,29,0,2,8,15,0,0,7,1,2,1,2,16,0,2,7,6,0,9,8,0,5,4,12,1,11,4,0,34,3,31,16,15,4,5,4,3,46,5,2,3,6,3,3,5,0,3,5,3,1,2,2,0,15,3,0,7,10,0,4,0,1,4,1,4,1,0,3,14,3,12,9,29,0,14,9,5,30,10,1,16,216,35,29,9,340,184,360,3,16,4,31,40,7,1,7,6,3,13,3,0,2,0,1,0,30,0,1,11,5,0,4,4,3,1,0,2,5,8,4,223,6,0,6,59,51,37,157,16,2,120,4,10,1,10,3,0,4,12,1,6,7,5,2,150,3,8,32,2,8,6,6,4,66,12,3,55,4,13,4,13,27,4,5,10,1,2,75,4,61,4,3,59,11,4,1,4,0,54,8,8,2,5,12,3,28,109,10,0,1,2,9,3,1,0,4,0,1,13,0,1,0,0,16,7,0,1,0,1,2,10,0,0,13,21,3,2,1,0,2,0,1,16,3,20,2,8,105,1,11,5,47,8,4,2,26,4,11,29,12,3,0,20,1,0,3,3,7,15,0,2,3,16,10,4,0,12,3,0,6,8,3,13,29,6,21,11,28,8,0,3,21,0,0,2,9,1,0,3,3,11,14,1,4,1,12,1,10,5,1,2,38,8,5,51,2,1,1,1,8,2,0,0,78,41,21,4,10,1,2,2,11,10,5,1,47,220,3,62,17,4,26,6,71,4,22,54,8,38,7,32,2,9,13,7,3,8,10,1,6,4,5,7,0,11,0,2,1,3,3,8,13,1,7,25,0,2,1,1,3,0,4,0,11,12,7,4,3,3,3,54,7,38,1,2,2,33,24,1,2,16,56,33,6,9,21,11,39,2,11,2,33,31,1,5,11,4,6,2,1,8,34,1,1,1,38,14,2,0,17,6,5,8,59,30,0,0,3,3,4,32,19,0,1,11,9,2,20,2,1,16,1,1,3,71,5,6,3,5,2,3,0,4,1,76,4,13
area,1,0,1,0,0,0,2,0,0,1,0,0,0,0,37,3,5,1,2,3,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,6,0,0,0,5,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,10,1,3,1,0,0,0,0,1,4,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,1,6,3,1,3,0,1,0,1,2,6,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,3,0,0,0,1,0,1,2,0,2,0,1,10,2,0,1,0,1,1,0,0,1,21,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,4,7,0,0,0,0,1,0,0,4,0,0,0,1,0,2,1,0,0,2,2,0,3,1,0,2,0,1,3,0,7,2,0,9,0,6,0,0,4,1,1,0,0,0,1,0,0,3,0,0,0,6,11,0,1,3,0,1,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,5,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,3,0,0,0,1,0,0,0,3,0,0,2,0,0,2,1,0,1,15,9,2,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,6,0,1,0,0,1,0,2,1,2,0,0,0,0,1,0,5,2,0,1,1,1,3,0,0,1,0,4,0,4,2,0,7,1,4,0,0,0,1,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,3,0,1,0,2,1,0,2,2,0,2,0,1,0,0,0,4,8,0,0,0,1,1,6,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,6,0,0,2,2,0,4,1,1,7,10,1,1,1,1,0,6,7,0,0,1,0,4,0,1,0,1,3,0,2
around,2,2,0,2,0,0,15,0,0,1,0,2,0,1,0,1,0,2,0,2,1,0,6,0,3,4,0,1,7,0,0,1,0,0,0,2,0,0,0,4,0,6,2,0,0,2,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1,0,0,2,0,1,0,0,2,0,0,0,0,0,3,1,0,0,4,0,6,0,0,7,0,2,0,4,0,0,0,6,0,1,6,19,1,2,8,0,0,4,1,9,1,1,0,0,0,1,0,0,0,10,12,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,1,7,17,0,0,2,1,0,0,3,1,0,4,0,0,1,3,1,0,4,0,0,0,2,0,0,0,4,2,0,1,0,0,1,0,8,1,2,2,0,3,0,1,0,1,2,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,3,0,3,1,1,2,1,1,0,0,2,0,0,0,0,1,8,0,0,0,1,0,0,1,0,0,0,3,0,0,1,1,7,2,4,4,0,0,10,0,1,0,2,1,0,0,0,1,0,3,0,0,0,1,0,9,0,1,0,0,8,0,0,0,0,0,2,0,12,1,5,4,0,3,6,0,0,0,0,2,1,3,0,0,2,2,0,0,1,4,3,2,0,2,0,9,1,1,3,0,0,0,4,1,3,1,0,0,0,0,0,1,5,0,3,1,3,2,5,0,12,0,4,2,0,0,1,4,2,1,1,0,0,2,1,0,14,1,0,0,1,1,0,0,1,1,0,4,0,3,3,1,0,1,0,0,0,0,0,1,0,2,0,3,0,1,1,1,0,2,0,0,1,0,1,1,2,1,9,1,1,1,4,0,3,1,0,0,1,1,2,0,0,0,0,1,0,0,1,16,1,0,32,11,0,22,0,21,0,6,2,0,0,1,0,0,1,3,25,1,0,0,4,0,0,2,1,0,1,0,0,0,0,1,0,1,3,0,6,1,1,0,1,0,0,0,0,1,8,0,0,0,0,0,3,0,0,0,2,0,1,0,0,3,2,0,2,1,3,2,1,0,1,2,16,4,8,1,1,2,0,3,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,4,4,0,3,0,0,0,3,0,1,0,1,0,5,1,2,1,0,7,0,1,0,0,0,0,0,0,0,1,13,2,14,5,5,3,7,0,0,1,5,0,0,0,2,0,0,0,0,0,0,2,1,0,2,1,1,0,1,0,5,0,0,1,0,0,4,1,0,3,2,0,1,3,3,2,5,3,1,2,0,0,1,20,0,2,0,14,1,1,0,0,1,3,0,4
